Generator(LLM),Prompt_Technique,Compilation,Project_ID,Class_Under_Test,Branch_Coverage%,Line_Coverage%,Method_Coverage%,Mutation_Score%,NumberOfMethods,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Handling,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,run_id,shard_id,input_id,sample_id,project_id,sample_file,repository_url,repo_name,repo_owner,repo_folder,output_layout,experiment_dir,reports_dir,agent_name,model,generation_prompt_strategy,initial_failure_state,final_failure_state,best_candidate_state,initial_failure_origin,final_failure_origin,baseline_state,baseline_error_signatures,repair_attempts,regeneration_attempts,total_llm_attempts,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_call_count,token_usage_by_prompt,build_attempts,repair_status,initial_repair_prompt_strategy,final_repair_prompt_strategy,prompt_switch_count,rollback_count,repeated_error_signature,repeated_code_detected,no_progress_count,repair_stopped_reason,regenerated_after_repair_fail,target_test_passed,module_tests_passed,started_at,finished_at,target_passed_at,target_pass_elapsed_seconds,module_passed_at,module_pass_elapsed_seconds,first_passed_at,first_pass_elapsed_seconds,new_module_failures,existing_baseline_failures,best_candidate_hash,experiment_workspace,workspace_deleted,repo_cache_path,repo_cache_deleted,checkpoint_directory,build_tool,module_path,focal_class,focal_class_path,generated_test_path,compilation,test_passed,test_fail_reason,compile_errors,test_failures,test_errors,coverage_branch,coverage_line,coverage_method,mutation_score,mutations_total,mutations_killed,mutations_survived,test_smell_total,test_smell_details,elapsed_seconds,error,java_version,java_home,java_selection_reason,coverage_error,mutation_error,smell_error
Qwen-2.5-7b-v2,few-shot,,103694377,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,103694377_2,103694377_2,103694377,/home/cuongpv/ARROW/classes2test/dataset/103694377/103694377_2.json,https://github.com/OpenLiberty/open-liberty,open-liberty,OpenLiberty,103694377,repo_sample,/home/cuongpv/ARROW/ARROW/runs/103694377/103694377_2/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/103694377/103694377_2/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T04:44:30.822813+00:00,2026-07-11T04:44:43.589210+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/103694377/103694377_2/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/103694377,False,,,,,,,,,,,,,,,,,,,,,,12.767,FileNotFoundError: Cannot resolve focal class path: dev/com.ibm.ws.security.mp.jwt_fat_tck/fat/src/org/eclipse/microprofile/jwt/tck/util/TokenUtils.java,,,,,,
Qwen-2.5-7b-v2,zero-shot,True,103760642,NamedExtension,,,,,3,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,103760642_0,103760642_0,103760642,/home/cuongpv/ARROW/classes2test/dataset/103760642/103760642_0.json,https://github.com/intendia-oss/qualifier,qualifier,intendia-oss,103760642,repo_sample,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,ASSERTION_FAILED,ASSERTION_FAILED,ASSERTION_FAILED,GENERATED_TEST,GENERATED_TEST,,,3,1,4,14124,1340,15464,5,"{'generation:zero-shot': {'input_tokens': 1007, 'output_tokens': 268, 'total_tokens': 1275, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 4051, 'output_tokens': 268, 'total_tokens': 4319, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 4037, 'output_tokens': 268, 'total_tokens': 4305, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 4039, 'output_tokens': 268, 'total_tokens': 4307, 'calls': 1}, 'regeneration': {'input_tokens': 990, 'output_tokens': 268, 'total_tokens': 1258, 'calls': 1}}",0,REGENERATED,minimal-test,compile-error-focused,3,3,False,True,0,regeneration_exhausted,True,False,False,2026-07-11T04:44:47.419607+00:00,2026-07-11T04:48:12.972839+00:00,,,,,,,,,9c9d504501b232d2bdadb43acc90c8888b0875a1b06ab3ca32edfa02565461f8,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/103760642,False,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot/repair/checkpoints,maven,core,NamedExtension,core/src/main/java/com/intendia/qualifier/Extension.java,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot/workspace/core/src/test/java/com/intendia/qualifier/NamedExtensionTest_883f018d.java,True,False,,,,,,,,,,,,,,205.554,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,True,103760642,NamedExtension,,,,,3,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,103760642_0,103760642_0,103760642,/home/cuongpv/ARROW/classes2test/dataset/103760642/103760642_0.json,https://github.com/intendia-oss/qualifier,qualifier,intendia-oss,103760642,repo_sample,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,ASSERTION_FAILED,ASSERTION_FAILED,ASSERTION_FAILED,GENERATED_TEST,GENERATED_TEST,,,3,1,4,14187,1347,15534,5,"{'generation:zero-shot-project-aware': {'input_tokens': 1052, 'output_tokens': 268, 'total_tokens': 1320, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 4057, 'output_tokens': 268, 'total_tokens': 4325, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 4043, 'output_tokens': 268, 'total_tokens': 4311, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 4045, 'output_tokens': 268, 'total_tokens': 4313, 'calls': 1}, 'regeneration': {'input_tokens': 990, 'output_tokens': 275, 'total_tokens': 1265, 'calls': 1}}",0,REGENERATED,minimal-test,compile-error-focused,3,3,False,True,0,regeneration_exhausted,True,False,False,2026-07-11T04:48:12.985503+00:00,2026-07-11T04:51:34.800383+00:00,,,,,,,,,70a03d10adbbeef66ac3069ba4b1cf3a9fffaf45b88e2e40c357a75fc228776e,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/103760642,False,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot-project-aware/repair/checkpoints,maven,core,NamedExtension,core/src/main/java/com/intendia/qualifier/Extension.java,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/core/src/test/java/com/intendia/qualifier/NamedExtensionTest_6f466b3c.java,True,False,,,,,,,,,,,,,,201.816,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,few-shot,True,103760642,NamedExtension,,,,,3,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,103760642_0,103760642_0,103760642,/home/cuongpv/ARROW/classes2test/dataset/103760642/103760642_0.json,https://github.com/intendia-oss/qualifier,qualifier,intendia-oss,103760642,repo_sample,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,ASSERTION_FAILED,ASSERTION_FAILED,ASSERTION_FAILED,GENERATED_TEST,GENERATED_TEST,,,3,1,4,14215,1363,15578,5,"{'generation:few-shot': {'input_tokens': 1019, 'output_tokens': 274, 'total_tokens': 1293, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 4078, 'output_tokens': 274, 'total_tokens': 4352, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 4064, 'output_tokens': 274, 'total_tokens': 4338, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 4066, 'output_tokens': 274, 'total_tokens': 4340, 'calls': 1}, 'regeneration': {'input_tokens': 988, 'output_tokens': 267, 'total_tokens': 1255, 'calls': 1}}",0,REGENERATED,minimal-test,compile-error-focused,3,3,False,True,0,regeneration_exhausted,True,False,False,2026-07-11T04:51:34.813029+00:00,2026-07-11T04:55:18.597511+00:00,,,,,,,,,d8c7e889c39a2dcfd6590e41a12a9e64429b972f7ee36b59fc314c7384ea51d4,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/103760642,False,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/few-shot/repair/checkpoints,maven,core,NamedExtension,core/src/main/java/com/intendia/qualifier/Extension.java,/home/cuongpv/ARROW/ARROW/runs/103760642/103760642_0/Qwen-2.5-7b-v2/few-shot/workspace/core/src/test/java/com/intendia/qualifier/NamedExtensionTest_c1427016.java,True,False,,,,,,,,,,,,,,223.786,,8,/home/cuongpv/ARROW/Java-version/java-8,matched build.java_homes.java-8,,,
Qwen-2.5-7b-v2,zero-shot,False,103989411,Planner,,,,,3,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,103989411_4,103989411_4,103989411,/home/cuongpv/ARROW/classes2test/dataset/103989411/103989411_4.json,https://github.com/uber/AthenaX,AthenaX,uber,103989411,repo_sample,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,COMPILE_FAILED,COMPILE_FAILED,COMPILE_FAILED,GENERATED_TEST,GENERATED_TEST,,,3,1,4,24445,1753,26198,5,"{'generation:zero-shot': {'input_tokens': 2161, 'output_tokens': 478, 'total_tokens': 2639, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 6710, 'output_tokens': 274, 'total_tokens': 6984, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 6708, 'output_tokens': 274, 'total_tokens': 6982, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 6722, 'output_tokens': 274, 'total_tokens': 6996, 'calls': 1}, 'regeneration': {'input_tokens': 2144, 'output_tokens': 453, 'total_tokens': 2597, 'calls': 1}}",1,REGENERATED,compile-error-focused,minimal-test,3,3,True,True,0,regeneration_exhausted,True,False,False,2026-07-11T04:55:18.605090+00:00,2026-07-11T05:00:28.783384+00:00,,,,,,,,,d0680b3a25ea64a1d539ff3ca0be925b0719cd175a98836619e1aa3b5dc833a2,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/103989411,False,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot/repair/checkpoints,maven,athenax-vm-compiler,Planner,athenax-vm-compiler/src/main/java/com/uber/athenax/vm/compiler/planner/Planner.java,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot/workspace/athenax-vm-compiler/src/test/java/com/uber/athenax/vm/compiler/planner/PlannerTest_2773cf09.java,False,False,,,,,,,,,,,,,,310.179,,${project.build.directory}/generated-sources,/home/cuongpv/ARROW/Java-version/java-17,JDK ${project.build.directory}/generated-sources not mapped; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,False,103989411,Planner,,,,,3,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,103989411_4,103989411_4,103989411,/home/cuongpv/ARROW/classes2test/dataset/103989411/103989411_4.json,https://github.com/uber/AthenaX,AthenaX,uber,103989411,repo_sample,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,COMPILE_FAILED,COMPILE_FAILED,COMPILE_FAILED,GENERATED_TEST,GENERATED_TEST,,,3,1,4,24563,1728,26291,5,"{'generation:zero-shot-project-aware': {'input_tokens': 2208, 'output_tokens': 443, 'total_tokens': 2651, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 6733, 'output_tokens': 277, 'total_tokens': 7010, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 6731, 'output_tokens': 277, 'total_tokens': 7008, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 6745, 'output_tokens': 277, 'total_tokens': 7022, 'calls': 1}, 'regeneration': {'input_tokens': 2146, 'output_tokens': 454, 'total_tokens': 2600, 'calls': 1}}",0,REGENERATED,compile-error-focused,minimal-test,3,3,False,True,0,regeneration_exhausted,True,False,False,2026-07-11T05:00:28.815956+00:00,2026-07-11T05:05:45.835576+00:00,,,,,,,,,b5196878e24fea9eb31d7b4735ef79ae48eb32d6788994b1b78020a3e8b30439,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/103989411,False,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot-project-aware/repair/checkpoints,maven,athenax-vm-compiler,Planner,athenax-vm-compiler/src/main/java/com/uber/athenax/vm/compiler/planner/Planner.java,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace/athenax-vm-compiler/src/test/java/com/uber/athenax/vm/compiler/planner/PlannerTest_5e725c44.java,False,False,,,,,,,,,,,,,,317.021,,${project.build.directory}/generated-sources,/home/cuongpv/ARROW/Java-version/java-17,JDK ${project.build.directory}/generated-sources not mapped; using build.java_default,,,
Qwen-2.5-7b-v2,few-shot,False,103989411,Planner,,,,,3,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,103989411_4,103989411_4,103989411,/home/cuongpv/ARROW/classes2test/dataset/103989411/103989411_4.json,https://github.com/uber/AthenaX,AthenaX,uber,103989411,repo_sample,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,COMPILE_FAILED,COMPILE_FAILED,COMPILE_FAILED,GENERATED_TEST,GENERATED_TEST,,,3,1,4,24433,1734,26167,5,"{'generation:few-shot': {'input_tokens': 2171, 'output_tokens': 484, 'total_tokens': 2655, 'calls': 1}, 'repair:compile-error-focused': {'input_tokens': 6704, 'output_tokens': 266, 'total_tokens': 6970, 'calls': 1}, 'repair:dependency-aware': {'input_tokens': 6702, 'output_tokens': 266, 'total_tokens': 6968, 'calls': 1}, 'repair:minimal-test': {'input_tokens': 6716, 'output_tokens': 266, 'total_tokens': 6982, 'calls': 1}, 'regeneration': {'input_tokens': 2140, 'output_tokens': 452, 'total_tokens': 2592, 'calls': 1}}",0,REGENERATED,compile-error-focused,minimal-test,3,3,False,True,0,regeneration_exhausted,True,False,False,2026-07-11T05:05:45.857677+00:00,2026-07-11T05:10:39.462178+00:00,,,,,,,,,6bf190f072a343db4084d53715efb6d267c11ddc511785d4252c2a1928274ad7,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/103989411,False,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/few-shot/repair/checkpoints,maven,athenax-vm-compiler,Planner,athenax-vm-compiler/src/main/java/com/uber/athenax/vm/compiler/planner/Planner.java,/home/cuongpv/ARROW/ARROW/runs/103989411/103989411_4/Qwen-2.5-7b-v2/few-shot/workspace/athenax-vm-compiler/src/test/java/com/uber/athenax/vm/compiler/planner/PlannerTest_ccdd0e4a.java,False,False,,,,,,,,,,,,,,293.605,,${project.build.directory}/generated-sources,/home/cuongpv/ARROW/Java-version/java-17,JDK ${project.build.directory}/generated-sources not mapped; using build.java_default,,,
Qwen-2.5-7b-v2,zero-shot,,104092353,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,104092353_0,104092353_0,104092353,/home/cuongpv/ARROW/classes2test/dataset/104092353/104092353_0.json,https://github.com/OpenIdentityPlatform/OpenAM-JEE-Agents,OpenAM-JEE-Agents,OpenIdentityPlatform,104092353,repo_sample,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T05:10:39.496288+00:00,2026-07-11T05:10:41.136847+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/104092353,False,,,,,,,,,,,,,,,,,,,,,,1.642,FileNotFoundError: Cannot resolve focal class path: jee-agents-tomcat/jee-agents-tomcat-v6/src/main/java/com/sun/identity/agents/tools/tomcat/v6/TomcatVersionValidator.java,,,,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,,104092353,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,104092353_0,104092353_0,104092353,/home/cuongpv/ARROW/classes2test/dataset/104092353/104092353_0.json,https://github.com/OpenIdentityPlatform/OpenAM-JEE-Agents,OpenAM-JEE-Agents,OpenIdentityPlatform,104092353,repo_sample,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T05:10:41.147576+00:00,2026-07-11T05:10:41.181716+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,True,/home/cuongpv/ARROW/ARROW/repos/104092353,False,,,,,,,,,,,,,,,,,,,,,,0.035,FileNotFoundError: Cannot resolve focal class path: jee-agents-tomcat/jee-agents-tomcat-v6/src/main/java/com/sun/identity/agents/tools/tomcat/v6/TomcatVersionValidator.java,,,,,,
Qwen-2.5-7b-v2,few-shot,,104092353,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,104092353_0,104092353_0,104092353,/home/cuongpv/ARROW/classes2test/dataset/104092353/104092353_0.json,https://github.com/OpenIdentityPlatform/OpenAM-JEE-Agents,OpenAM-JEE-Agents,OpenIdentityPlatform,104092353,repo_sample,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T05:10:41.190415+00:00,2026-07-11T05:10:41.224166+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/104092353/104092353_0/Qwen-2.5-7b-v2/few-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/104092353,False,,,,,,,,,,,,,,,,,,,,,,0.034,FileNotFoundError: Cannot resolve focal class path: jee-agents-tomcat/jee-agents-tomcat-v6/src/main/java/com/sun/identity/agents/tools/tomcat/v6/TomcatVersionValidator.java,,,,,,
Qwen-2.5-7b-v2,zero-shot,,104141068,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,104141068_246,104141068_246,104141068,/home/cuongpv/ARROW/classes2test/dataset/104141068/104141068_246.json,https://github.com/minijax/minijax,minijax,minijax,104141068,repo_sample,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T05:10:41.233354+00:00,2026-07-11T05:10:41.727520+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/Qwen-2.5-7b-v2/zero-shot/workspace,False,,False,,,,,,,,,,,,,,,,,,,,,,0.495,"CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/minijax/minijax', '/home/cuongpv/ARROW/ARROW/repos/104141068']' returned non-zero exit status 128.",,,,,,
Qwen-2.5-7b-v2,zero-shot-project-aware,,104141068,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,104141068_246,104141068_246,104141068,/home/cuongpv/ARROW/classes2test/dataset/104141068/104141068_246.json,https://github.com/minijax/minijax,minijax,minijax,104141068,repo_sample,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/Qwen-2.5-7b-v2/zero-shot-project-aware,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot-project-aware,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T05:10:41.729018+00:00,2026-07-11T05:10:42.220906+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/Qwen-2.5-7b-v2/zero-shot-project-aware/workspace,False,,False,,,,,,,,,,,,,,,,,,,,,,0.493,"CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/minijax/minijax', '/home/cuongpv/ARROW/ARROW/repos/104141068']' returned non-zero exit status 128.",,,,,,
Qwen-2.5-7b-v2,few-shot,,104141068,,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,104141068_246,104141068_246,104141068,/home/cuongpv/ARROW/classes2test/dataset/104141068/104141068_246.json,https://github.com/minijax/minijax,minijax,minijax,104141068,repo_sample,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/Qwen-2.5-7b-v2/few-shot,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,few-shot,,,,,,,,,,,0,0,0,0,{},,FAILED,,,,,,,,,,,,2026-07-11T05:10:42.222526+00:00,2026-07-11T05:10:42.689152+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/104141068/104141068_246/Qwen-2.5-7b-v2/few-shot/workspace,False,,False,,,,,,,,,,,,,,,,,,,,,,0.467,"CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/minijax/minijax', '/home/cuongpv/ARROW/ARROW/repos/104141068']' returned non-zero exit status 128.",,,,,,
Qwen-2.5-7b-v2,zero-shot,False,104217624,RpkiObjectCleanupService,,,,,,,,,,,,,,,,,,,,,,,,,,,20260711-041116,repo_shard_00,104217624_60,104217624_60,104217624,/home/cuongpv/ARROW/classes2test/dataset/104217624/104217624_60.json,https://github.com/RIPE-NCC/rpki-validator-3,rpki-validator-3,RIPE-NCC,104217624,repo_sample,/home/cuongpv/ARROW/ARROW/runs/104217624/104217624_60/Qwen-2.5-7b-v2/zero-shot,/home/cuongpv/ARROW/ARROW/runs/104217624/104217624_60/reports,Qwen-2.5-7b-v2,ollama/Qwen-2.5-7b-v2,zero-shot,COMPILE_FAILED,COMPILE_FAILED,,BUILD_CONFIGURATION,BUILD_CONFIGURATION,COMPILE_FAILED,org.opentest4j.assertionfailederror: unexpected exception thrown: net.ripe.rpki.validator3.util.httpstreaming$httpfailureexception: failed reading response stream for https:/<path>: java.io.ioexception: could not connect to rrdp.rpki.nlnetlabs.nl,,,,0,0,0,0,{},,EXISTING_PROJECT_FAILURE,,,,,,,,existing_project_failure,,False,False,2026-07-11T05:10:42.692513+00:00,2026-07-11T05:13:14.111985+00:00,,,,,,,,,,/home/cuongpv/ARROW/ARROW/runs/104217624/104217624_60/Qwen-2.5-7b-v2/zero-shot/workspace,True,/home/cuongpv/ARROW/ARROW/repos/104217624,False,,maven,rpki-validator,RpkiObjectCleanupService,rpki-validator/src/main/java/net/ripe/rpki/validator3/domain/cleanup/RpkiObjectCleanupService.java,/home/cuongpv/ARROW/ARROW/runs/104217624/104217624_60/Qwen-2.5-7b-v2/zero-shot/workspace/rpki-validator/src/test/java/net/ripe/rpki/validator3/domain/cleanup/RpkiObjectCleanupServiceTest_d53e3967.java,False,False,org.opentest4j.assertionfailederror: unexpected exception thrown: net.ripe.rpki.validator3.util.httpstreaming$httpfailureexception: failed reading response stream for https:/<path>: java.io.ioexception: could not connect to rrdp.rpki.nlnetlabs.nl,1,1,0,,,,,,,,,,151.421,,${build.release},/home/cuongpv/ARROW/Java-version/java-17,JDK ${build.release} not mapped; using build.java_default,,,
